,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
19,2023-01-28,15:30,Bundesliga,Matchweek 18,Sat,Home,W,2,1,Wolfsburg,2.2,0.7,43.0,41000.0,Marco Friedl,3-1-4-2,Daniel Siebert,Match Report,,13.0,4.0,15.7,0.0,1.0,1.0,2023,WerderBremen
20,2023-02-05,15:30,Bundesliga,Matchweek 19,Sun,Away,W,2,0,Stuttgart,0.5,1.3,42.0,47700.0,Marco Friedl,3-4-1-2,Frank Willenborg,Match Report,,9.0,3.0,21.7,2.0,0.0,0.0,2023,WerderBremen
21,2023-02-11,15:30,Bundesliga,Matchweek 20,Sat,Home,L,0,2,Dortmund,0.6,2.5,44.0,42100.0,Miloš Veljković,3-5-2,Felix Brych,Match Report,,9.0,4.0,18.2,1.0,0.0,0.0,2023,WerderBremen
22,2023-02-18,18:30,Bundesliga,Matchweek 21,Sat,Away,L,0,2,Eint Frankfurt,0.3,2.1,55.0,50000.0,Marco Friedl,3-1-4-2,Bastian Dankert,Match Report,,3.0,0.0,15.7,0.0,0.0,0.0,2023,WerderBremen
23,2023-02-25,15:30,Bundesliga,Matchweek 22,Sat,Home,W,3,0,Bochum,1.2,0.5,59.0,42100.0,Marco Friedl,3-5-2,Florian Badstübner,Match Report,,11.0,6.0,18.2,1.0,0.0,0.0,2023,WerderBremen
24,2023-03-04,15:30,Bundesliga,Matchweek 23,Sat,Away,L,1,2,Augsburg,2.3,0.6,62.0,30660.0,Marco Friedl,3-5-2,Felix Zwayer,Match Report,,20.0,7.0,17.5,0.0,0.0,0.0,2023,WerderBremen
25,2023-03-12,17:30,Bundesliga,Matchweek 24,Sun,Home,L,2,3,Leverkusen,1.8,1.0,53.0,41000.0,Miloš Veljković,3-1-4-2,Deniz Aytekin,Match Report,,11.0,5.0,21.2,1.0,1.0,1.0,2023,WerderBremen
26,2023-03-17,20:30,Bundesliga,Matchweek 25,Fri,Away,D,2,2,M'Gladbach,1.3,3.4,42.0,54042.0,Niclas Füllkrug,3-5-2,Tobias Reichel,Match Report,,8.0,3.0,16.0,0.0,0.0,0.0,2023,WerderBremen
27,2023-04-02,17:30,Bundesliga,Matchweek 26,Sun,Home,L,1,2,Hoffenheim,0.9,1.1,57.0,42000.0,Marco Friedl,3-4-3,Sascha Stegemann,Match Report,,12.0,4.0,18.0,0.0,0.0,0.0,2023,WerderBremen
28,2023-04-08,15:30,Bundesliga,Matchweek 27,Sat,Away,D,2,2,Mainz 05,0.9,1.9,49.0,33305.0,Marco Friedl,3-5-2,Benjamin Brand,Match Report,,9.0,4.0,18.5,1.0,0.0,0.0,2023,WerderBremen
29,2023-04-16,15:30,Bundesliga,Matchweek 28,Sun,Home,L,1,2,Freiburg,1.7,0.8,50.0,42100.0,Marco Friedl,3-5-2,Florian Badstübner,Match Report,,13.0,5.0,19.1,0.0,0.0,0.0,2023,WerderBremen
30,2023-04-22,15:30,Bundesliga,Matchweek 29,Sat,Away,W,4,2,Hertha BSC,2.0,1.6,46.0,74667.0,Marco Friedl,3-5-2,Robert Schröder,Match Report,,13.0,4.0,13.6,1.0,0.0,0.0,2023,WerderBremen
31,2023-04-29,18:30,Bundesliga,Matchweek 30,Sat,Away,L,1,2,Schalke 04,1.2,1.6,43.0,61981.0,Marco Friedl,3-5-2,Bastian Dankert,Match Report,,10.0,1.0,20.8,2.0,0.0,0.0,2023,WerderBremen
32,2023-05-06,18:30,Bundesliga,Matchweek 31,Sat,Home,L,1,2,Bayern Munich,0.7,1.4,33.0,42100.0,Marco Friedl,3-5-2,Christian Dingert,Match Report,,13.0,2.0,21.4,0.0,0.0,0.0,2023,WerderBremen
33,2023-05-14,17:30,Bundesliga,Matchweek 32,Sun,Away,L,1,2,RB Leipzig,1.1,2.2,39.0,47069.0,Marco Friedl,3-1-4-2,Florian Badstübner,Match Report,,6.0,2.0,13.6,0.0,0.0,0.0,2023,WerderBremen
34,2023-05-20,15:30,Bundesliga,Matchweek 33,Sat,Home,D,1,1,Köln,1.8,1.4,44.0,41846.0,Marco Friedl,3-1-4-2,Robert Hartmann,Match Report,,14.0,6.0,16.9,1.0,0.0,0.0,2023,WerderBremen
35,2023-05-27,15:30,Bundesliga,Matchweek 34,Sat,Away,L,0,1,Union Berlin,0.4,0.9,52.0,22012.0,Marco Friedl,3-1-4-2,Patrick Ittrich,Match Report,,7.0,3.0,21.2,1.0,0.0,0.0,2023,WerderBremen
1,2022-08-06,15:30,Bundesliga,Matchweek 1,Sat,Home,L,1,2,Mainz 05,0.9,1.4,59.0,24110.0,Anthony Losilla,4-2-3-1,Felix Zwayer,Match Report,,16.0,3.0,25.1,2.0,0.0,0.0,2023,Bochum
2,2022-08-13,15:30,Bundesliga,Matchweek 2,Sat,Away,L,2,3,Hoffenheim,1.5,2.6,41.0,17005.0,Anthony Losilla,3-4-1-2,Patrick Ittrich,Match Report,,11.0,5.0,18.2,1.0,0.0,0.0,2023,Bochum
3,2022-08-21,17:30,Bundesliga,Matchweek 3,Sun,Home,L,0,7,Bayern Munich,0.7,2.9,36.0,26000.0,Anthony Losilla,4-4-2,Daniel Siebert,Match Report,,13.0,7.0,17.0,0.0,0.0,0.0,2023,Bochum
4,2022-08-26,20:30,Bundesliga,Matchweek 4,Fri,Away,L,0,1,Freiburg,1.2,3.9,52.0,32800.0,Anthony Losilla,4-2-3-1,Marco Fritz,Match Report,,15.0,5.0,15.3,0.0,0.0,0.0,2023,Bochum
5,2022-09-03,15:30,Bundesliga,Matchweek 5,Sat,Home,L,0,2,Werder Bremen,0.8,2.0,50.0,25800.0,Anthony Losilla,4-2-3-1,Robert Schröder,Match Report,,19.0,5.0,19.6,0.0,0.0,0.0,2023,Bochum
6,2022-09-10,18:30,Bundesliga,Matchweek 6,Sat,Away,L,1,3,Schalke 04,1.1,1.5,55.0,62041.0,Anthony Losilla,4-2-3-1,Felix Zwayer,Match Report,,10.0,2.0,16.5,0.0,0.0,0.0,2023,Bochum
7,2022-09-18,17:30,Bundesliga,Matchweek 7,Sun,Home,D,1,1,Köln,0.2,2.1,35.0,25800.0,Anthony Losilla,4-2-3-1,Bastian Dankert,Match Report,,7.0,0.0,26.4,0.0,0.0,0.0,2023,Bochum
8,2022-10-01,15:30,Bundesliga,Matchweek 8,Sat,Away,L,0,4,RB Leipzig,0.1,3.9,30.0,44403.0,Anthony Losilla,3-1-4-2,Florian Badstübner,Match Report,,2.0,1.0,11.7,0.0,0.0,0.0,2023,Bochum
9,2022-10-08,15:30,Bundesliga,Matchweek 9,Sat,Home,W,3,0,Eint Frankfurt,0.6,0.9,46.0,24850.0,Anthony Losilla,4-2-3-1,Martin Petersen,Match Report,,11.0,5.0,18.9,1.0,0.0,0.0,2023,Bochum
10,2022-10-15,15:30,Bundesliga,Matchweek 10,Sat,Away,L,1,4,Stuttgart,1.6,2.2,52.0,45400.0,Anthony Losilla,4-3-3,Christian Dingert,Match Report,,15.0,5.0,19.0,0.0,0.0,0.0,2023,Bochum
12,2022-10-23,15:30,Bundesliga,Matchweek 11,Sun,Home,W,2,1,Union Berlin,1.1,1.0,47.0,25460.0,Anthony Losilla,4-3-3,Deniz Aytekin,Match Report,,9.0,5.0,15.0,0.0,0.0,0.0,2023,Bochum
13,2022-10-29,15:30,Bundesliga,Matchweek 12,Sat,Away,L,0,4,Wolfsburg,0.5,2.0,48.0,24037.0,Anthony Losilla,4-2-3-1,Robert Hartmann,Match Report,,10.0,2.0,20.1,0.0,0.0,0.0,2023,Bochum
14,2022-11-05,15:30,Bundesliga,Matchweek 13,Sat,Away,L,0,3,Dortmund,0.6,1.5,40.0,81365.0,Anthony Losilla,4-2-3-1,Tobias Stieler,Match Report,,7.0,1.0,18.0,0.0,0.0,0.0,2023,Bochum
15,2022-11-08,20:30,Bundesliga,Matchweek 14,Tue,Home,W,2,1,M'Gladbach,2.0,0.8,46.0,25900.0,Anthony Losilla,4-2-3-1,Daniel Schlager,Match Report,,13.0,4.0,18.7,0.0,0.0,0.0,2023,Bochum
16,2022-11-12,15:30,Bundesliga,Matchweek 15,Sat,Away,W,1,0,Augsburg,1.1,2.2,46.0,28011.0,Anthony Losilla,4-3-3,Felix Brych,Match Report,,11.0,4.0,19.3,0.0,0.0,0.0,2023,Bochum
17,2023-01-21,15:30,Bundesliga,Matchweek 16,Sat,Home,W,3,1,Hertha BSC,1.6,0.9,49.0,26000.0,Anthony Losilla,4-3-3,Martin Petersen,Match Report,,10.0,3.0,18.2,1.0,0.0,0.0,2023,Bochum
18,2023-01-25,20:30,Bundesliga,Matchweek 17,Wed,Away,L,0,2,Leverkusen,0.7,1.7,44.0,25820.0,Anthony Losilla,4-1-2-1-2◆,Timo Gerach,Match Report,,11.0,1.0,14.6,0.0,0.0,0.0,2023,Bochum
19,2023-01-28,15:30,Bundesliga,Matchweek 18,Sat,Away,L,2,5,Mainz 05,1.5,2.1,58.0,23300.0,Anthony Losilla,4-3-3,Patrick Ittrich,Match Report,,15.0,4.0,21.1,1.0,0.0,0.0,2023,Bochum
20,2023-02-04,15:30,Bundesliga,Matchweek 19,Sat,Home,W,5,2,Hoffenheim,2.7,0.9,46.0,23700.0,Anthony Losilla,4-2-3-1,Bastian Dankert,Match Report,,16.0,10.0,16.0,0.0,0.0,0.0,2023,Bochum
22,2023-02-11,15:30,Bundesliga,Matchweek 20,Sat,Away,L,0,3,Bayern Munich,0.3,3.7,36.0,75000.0,Anthony Losilla,4-2-3-1,Matthias Jöllenbeck,Match Report,,7.0,1.0,23.6,0.0,0.0,0.0,2023,Bochum
23,2023-02-18,15:30,Bundesliga,Matchweek 21,Sat,Home,L,0,2,Freiburg,1.4,2.6,48.0,25100.0,Anthony Losilla,4-2-3-1,Felix Zwayer,Match Report,,16.0,5.0,15.9,1.0,0.0,0.0,2023,Bochum
24,2023-02-25,15:30,Bundesliga,Matchweek 22,Sat,Away,L,0,3,Werder Bremen,0.5,1.2,41.0,42100.0,Manuel Riemann,3-4-3,Florian Badstübner,Match Report,,7.0,1.0,15.7,0.0,0.0,0.0,2023,Bochum
25,2023-03-04,15:30,Bundesliga,Matchweek 23,Sat,Home,L,0,2,Schalke 04,1.3,0.6,61.0,26000.0,Manuel Riemann,4-3-3,Felix Brych,Match Report,,7.0,4.0,13.8,0.0,0.0,0.0,2023,Bochum
26,2023-03-10,20:30,Bundesliga,Matchweek 24,Fri,Away,W,2,0,Köln,1.4,0.7,37.0,50000.0,Anthony Losilla,4-3-3,Tobias Welz,Match Report,,8.0,2.0,23.4,0.0,1.0,1.0,2023,Bochum
27,2023-03-18,15:30,Bundesliga,Matchweek 25,Sat,Home,W,1,0,RB Leipzig,1.1,1.8,35.0,24400.0,Anthony Losilla,4-3-1-2,Sascha Stegemann,Match Report,,8.0,2.0,18.0,0.0,0.0,0.0,2023,Bochum
28,2023-03-31,20:30,Bundesliga,Matchweek 26,Fri,Away,D,1,1,Eint Frankfurt,1.1,3.1,27.0,51500.0,Anthony Losilla,4-1-2-1-2◆,Harm Osmers,Match Report,,7.0,2.0,17.4,1.0,0.0,0.0,2023,Bochum
29,2023-04-09,17:30,Bundesliga,Matchweek 27,Sun,Home,L,2,3,Stuttgart,2.4,2.2,55.0,26000.0,Anthony Losilla,4-2-3-1,Frank Willenborg,Match Report,,11.0,4.0,16.4,0.0,1.0,1.0,2023,Bochum
30,2023-04-16,17:30,Bundesliga,Matchweek 28,Sun,Away,D,1,1,Union Berlin,1.8,1.2,60.0,20000.0,Manuel Riemann,4-3-3,Tobias Stieler,Match Report,,13.0,5.0,15.7,0.0,1.0,1.0,2023,Bochum
31,2023-04-22,15:30,Bundesliga,Matchweek 29,Sat,Home,L,1,5,Wolfsburg,2.6,3.6,55.0,24834.0,Anthony Losilla,4-2-3-1,Felix Brych,Match Report,,24.0,6.0,14.5,1.0,0.0,0.0,2023,Bochum
32,2023-04-28,20:30,Bundesliga,Matchweek 30,Fri,Home,D,1,1,Dortmund,0.9,2.7,34.0,26000.0,Anthony Losilla,4-2-3-1,Sascha Stegemann,Match Report,,13.0,4.0,17.7,0.0,0.0,0.0,2023,Bochum
33,2023-05-06,15:30,Bundesliga,Matchweek 31,Sat,Away,L,0,2,M'Gladbach,1.1,1.9,45.0,53797.0,Anthony Losilla,4-3-3,Robert Schröder,Match Report,,14.0,2.0,18.2,2.0,0.0,0.0,2023,Bochum
34,2023-05-13,15:30,Bundesliga,Matchweek 32,Sat,Home,W,3,2,Augsburg,1.2,1.8,55.0,24453.0,Anthony Losilla,4-3-3,Patrick Ittrich,Match Report,,13.0,8.0,18.0,0.0,0.0,0.0,2023,Bochum
35,2023-05-20,15:30,Bundesliga,Matchweek 33,Sat,Away,D,1,1,Hertha BSC,1.1,1.2,50.0,70692.0,Anthony Losilla,4-3-3,Felix Brych,Match Report,,16.0,4.0,21.2,0.0,0.0,0.0,2023,Bochum
36,2023-05-27,15:30,Bundesliga,Matchweek 34,Sat,Home,W,3,0,Leverkusen,1.3,0.8,50.0,26000.0,Anthony Losilla,4-3-3,Tobias Welz,Match Report,,12.0,5.0,14.5,0.0,0.0,0.0,2023,Bochum
1,2022-08-06,15:30,Bundesliga,Matchweek 1,Sat,Home,L,0,4,Freiburg,0.7,1.3,53.0,25310.0,Jeffrey Gouweleeuw,3-1-4-2,Bastian Dankert,Match Report,,11.0,2.0,17.4,1.0,0.0,0.0,2023,Augsburg
2,2022-08-13,15:30,Bundesliga,Matchweek 2,Sat,Away,W,2,1,Leverkusen,0.4,2.5,34.0,22903.0,Jeffrey Gouweleeuw,3-5-2,Benjamin Cortus,Match Report,,6.0,4.0,19.0,0.0,0.0,0.0,2023,Augsburg
3,2022-08-20,15:30,Bundesliga,Matchweek 3,Sat,Home,L,1,2,Mainz 05,0.5,2.1,50.0,23755.0,Jeffrey Gouweleeuw,3-4-3,Sascha Stegemann,Match Report,,7.0,2.0,21.9,1.0,0.0,0.0,2023,Augsburg
4,2022-08-27,15:30,Bundesliga,Matchweek 4,Sat,Away,L,0,1,Hoffenheim,0.6,1.9,50.0,17206.0,Jeffrey Gouweleeuw,3-4-1-2,Tobias Welz,Match Report,,11.0,1.0,17.1,0.0,0.0,0.0,2023,Augsburg
5,2022-09-04,15:30,Bundesliga,Matchweek 5,Sun,Home,L,0,2,Hertha BSC,0.4,2.1,48.0,25789.0,Jeffrey Gouweleeuw,3-5-2,Harm Osmers,Match Report,,7.0,1.0,21.6,1.0,0.0,0.0,2023,Augsburg
6,2022-09-09,20:30,Bundesliga,Matchweek 6,Fri,Away,W,1,0,Werder Bremen,1.0,1.3,32.0,41000.0,Jeffrey Gouweleeuw,3-4-3,Martin Petersen,Match Report,,15.0,6.0,22.5,0.0,0.0,0.0,2023,Augsburg
7,2022-09-17,15:30,Bundesliga,Matchweek 7,Sat,Home,W,1,0,Bayern Munich,1.7,1.6,24.0,30660.0,Jeffrey Gouweleeuw,4-2-3-1,Marco Fritz,Match Report,,10.0,4.0,12.9,0.0,0.0,0.0,2023,Augsburg
8,2022-10-02,17:30,Bundesliga,Matchweek 8,Sun,Away,W,3,2,Schalke 04,1.4,1.8,44.0,60328.0,Jeffrey Gouweleeuw,4-2-2-2,Daniel Schlager,Match Report,,12.0,6.0,17.6,0.0,0.0,0.0,2023,Augsburg
9,2022-10-08,15:30,Bundesliga,Matchweek 9,Sat,Home,D,1,1,Wolfsburg,2.0,1.8,49.0,26220.0,Jeffrey Gouweleeuw,4-1-3-2,Daniel Siebert,Match Report,,17.0,5.0,14.8,0.0,0.0,0.0,2023,Augsburg
10,2022-10-16,15:30,Bundesliga,Matchweek 10,Sun,Away,L,2,3,Köln,0.4,1.5,36.0,49000.0,Elvis Rexhbeçaj,4-4-2,Felix Zwayer,Match Report,,5.0,2.0,20.8,1.0,0.0,0.0,2023,Augsburg
12,2022-10-22,15:30,Bundesliga,Matchweek 11,Sat,Home,D,3,3,RB Leipzig,1.6,2.4,33.0,25109.0,Jeffrey Gouweleeuw,4-2-2-2,Robert Schröder,Match Report,,8.0,2.0,18.1,0.0,1.0,1.0,2023,Augsburg
13,2022-10-29,15:30,Bundesliga,Matchweek 12,Sat,Away,L,1,2,Stuttgart,1.0,2.6,38.0,46400.0,Jeffrey Gouweleeuw,4-4-2,Tobias Stieler,Match Report,,11.0,4.0,16.9,0.0,0.0,0.0,2023,Augsburg
14,2022-11-05,15:30,Bundesliga,Matchweek 13,Sat,Home,L,1,2,Eint Frankfurt,1.2,1.2,42.0,30087.0,Jeffrey Gouweleeuw,4-2-2-2,Deniz Aytekin,Match Report,,10.0,4.0,14.1,0.0,0.0,0.0,2023,Augsburg
15,2022-11-09,20:30,Bundesliga,Matchweek 14,Wed,Away,D,2,2,Union Berlin,0.6,1.2,41.0,22012.0,Jeffrey Gouweleeuw,4-2-3-1,Sascha Stegemann,Match Report,,7.0,2.0,20.4,1.0,0.0,0.0,2023,Augsburg
16,2022-11-12,15:30,Bundesliga,Matchweek 15,Sat,Home,L,0,1,Bochum,2.2,1.1,54.0,28011.0,Jeffrey Gouweleeuw,3-4-3,Felix Brych,Match Report,,17.0,5.0,17.3,0.0,0.0,1.0,2023,Augsburg
17,2023-01-22,15:30,Bundesliga,Matchweek 16,Sun,Away,L,3,4,Dortmund,1.7,2.9,32.0,81365.0,Jeffrey Gouweleeuw,4-4-2,Frank Willenborg,Match Report,,14.0,4.0,17.4,0.0,0.0,0.0,2023,Augsburg
18,2023-01-25,20:30,Bundesliga,Matchweek 17,Wed,Home,W,1,0,M'Gladbach,0.9,0.3,44.0,23158.0,Jeffrey Gouweleeuw,4-4-2,Daniel Schlager,Match Report,,14.0,4.0,20.1,2.0,0.0,0.0,2023,Augsburg
19,2023-01-28,15:30,Bundesliga,Matchweek 18,Sat,Away,L,1,3,Freiburg,1.7,1.7,54.0,33500.0,Jeffrey Gouweleeuw,4-4-2,Christian Dingert,Match Report,,14.0,3.0,17.7,0.0,1.0,1.0,2023,Augsburg
20,2023-02-03,20:30,Bundesliga,Matchweek 19,Fri,Home,W,1,0,Leverkusen,0.9,0.6,41.0,27318.0,Jeffrey Gouweleeuw,4-4-2,Marco Fritz,Match Report,,10.0,5.0,19.0,0.0,0.0,0.0,2023,Augsburg
21,2023-02-11,15:30,Bundesliga,Matchweek 20,Sat,Away,L,1,3,Mainz 05,1.5,2.4,50.0,22200.0,Jeffrey Gouweleeuw,4-3-3,Sven Jablonski,Match Report,,12.0,2.0,14.2,0.0,1.0,1.0,2023,Augsburg
22,2023-02-17,20:30,Bundesliga,Matchweek 21,Fri,Home,W,1,0,Hoffenheim,1.6,0.6,46.0,25872.0,Jeffrey Gouweleeuw,4-4-2,Patrick Ittrich,Match Report,,13.0,2.0,17.7,0.0,0.0,0.0,2023,Augsburg
23,2023-02-25,15:30,Bundesliga,Matchweek 22,Sat,Away,L,0,2,Hertha BSC,0.5,0.6,56.0,40522.0,Jeffrey Gouweleeuw,4-4-2,Matthias Jöllenbeck,Match Report,,8.0,1.0,17.2,1.0,0.0,0.0,2023,Augsburg
24,2023-03-04,15:30,Bundesliga,Matchweek 23,Sat,Home,W,2,1,Werder Bremen,0.6,2.3,38.0,30660.0,Jeffrey Gouweleeuw,4-4-2,Felix Zwayer,Match Report,,9.0,5.0,21.6,0.0,0.0,0.0,2023,Augsburg
25,2023-03-11,15:30,Bundesliga,Matchweek 24,Sat,Away,L,3,5,Bayern Munich,2.5,2.4,35.0,75000.0,Jeffrey Gouweleeuw,4-2-3-1,Florian Badstübner,Match Report,,12.0,5.0,17.8,0.0,1.0,1.0,2023,Augsburg
26,2023-03-18,15:30,Bundesliga,Matchweek 25,Sat,Home,D,1,1,Schalke 04,0.3,1.8,43.0,30660.0,Jeffrey Gouweleeuw,4-4-2,Daniel Schlager,Match Report,,9.0,3.0,24.1,1.0,0.0,0.0,2023,Augsburg
27,2023-04-01,15:30,Bundesliga,Matchweek 26,Sat,Away,D,2,2,Wolfsburg,0.6,3.5,32.0,22107.0,Jeffrey Gouweleeuw,4-4-2,Martin Petersen,Match Report,,5.0,2.0,19.2,0.0,0.0,0.0,2023,Augsburg
28,2023-04-08,15:30,Bundesliga,Matchweek 27,Sat,Home,L,1,3,Köln,0.8,1.7,53.0,30660.0,Jeffrey Gouweleeuw,4-4-2,Robert Schröder,Match Report,,13.0,1.0,18.4,0.0,0.0,0.0,2023,Augsburg
29,2023-04-15,15:30,Bundesliga,Matchweek 28,Sat,Away,L,2,3,RB Leipzig,0.7,1.8,42.0,46058.0,Jeffrey Gouweleeuw,3-4-3,Marco Fritz,Match Report,,12.0,2.0,19.9,0.0,0.0,0.0,2023,Augsburg
30,2023-04-21,20:30,Bundesliga,Matchweek 29,Fri,Home,D,1,1,Stuttgart,0.7,1.1,38.0,30660.0,Ohis Felix Uduokhai,4-4-2,Christian Dingert,Match Report,,4.0,1.0,19.1,1.0,0.0,0.0,2023,Augsburg
31,2023-04-29,15:30,Bundesliga,Matchweek 30,Sat,Away,D,1,1,Eint Frankfurt,0.7,0.6,41.0,50000.0,Jeffrey Gouweleeuw,4-4-2,Frank Willenborg,Match Report,,10.0,3.0,18.9,0.0,0.0,0.0,2023,Augsburg
32,2023-05-06,15:30,Bundesliga,Matchweek 31,Sat,Home,W,1,0,Union Berlin,0.9,0.7,38.0,30660.0,Jeffrey Gouweleeuw,3-4-3,Florian Badstübner,Match Report,,13.0,3.0,21.7,1.0,0.0,0.0,2023,Augsburg
33,2023-05-13,15:30,Bundesliga,Matchweek 32,Sat,Away,L,2,3,Bochum,1.8,1.2,45.0,24453.0,Jeffrey Gouweleeuw,3-4-3,Patrick Ittrich,Match Report,,15.0,2.0,13.0,1.0,0.0,0.0,2023,Augsburg
34,2023-05-21,17:30,Bundesliga,Matchweek 33,Sun,Home,L,0,3,Dortmund,0.2,3.1,36.0,30660.0,Jeffrey Gouweleeuw,4-3-3,Tobias Welz,Match Report,,4.0,1.0,26.1,1.0,0.0,0.0,2023,Augsburg
35,2023-05-27,15:30,Bundesliga,Matchweek 34,Sat,Away,L,0,2,M'Gladbach,0.5,3.0,26.0,52186.0,Jeffrey Gouweleeuw,4-2-2-2,Matthias Jöllenbeck,Match Report,,9.0,2.0,17.9,1.0,0.0,0.0,2023,Augsburg
1,2022-08-07,15:30,Bundesliga,Matchweek 1,Sun,Home,D,1,1,RB Leipzig,0.8,1.6,33.0,46000.0,Wataru Endo,3-5-2,Tobias Stieler,Match Report,,11.0,2.0,22.0,0.0,0.0,0.0,2023,Stuttgart
2,2022-08-13,15:30,Bundesliga,Matchweek 2,Sat,Away,D,2,2,Werder Bremen,1.4,0.5,43.0,41000.0,Wataru Endo,3-5-2,Robert Hartmann,Match Report,,14.0,7.0,20.6,0.0,0.0,0.0,2023,Stuttgart
3,2022-08-20,15:30,Bundesliga,Matchweek 3,Sat,Home,L,0,1,Freiburg,0.9,0.6,60.0,47500.0,Wataru Endo,3-4-3,Felix Brych,Match Report,,17.0,4.0,16.9,0.0,0.0,0.0,2023,Stuttgart
4,2022-08-28,15:30,Bundesliga,Matchweek 4,Sun,Away,D,0,0,Köln,2.1,0.6,37.0,50000.0,Wataru Endo,3-4-3,Harm Osmers,Match Report,,14.0,5.0,15.4,0.0,0.0,0.0,2023,Stuttgart
5,2022-09-03,15:30,Bundesliga,Matchweek 5,Sat,Home,D,1,1,Schalke 04,0.6,2.3,43.0,47500.0,Wataru Endo,3-5-2,Florian Badstübner,Match Report,,13.0,3.0,19.2,0.0,0.0,0.0,2023,Stuttgart
6,2022-09-10,15:30,Bundesliga,Matchweek 6,Sat,Away,D,2,2,Bayern Munich,1.2,2.2,34.0,75000.0,Wataru Endo,3-5-2,Christian Dingert,Match Report,,6.0,2.0,23.9,0.0,1.0,1.0,2023,Stuttgart
7,2022-09-17,15:30,Bundesliga,Matchweek 7,Sat,Home,L,1,3,Eint Frankfurt,1.0,1.0,56.0,47500.0,Wataru Endo,3-5-2,Daniel Siebert,Match Report,,15.0,2.0,17.7,1.0,0.0,0.0,2023,Stuttgart
8,2022-10-01,15:30,Bundesliga,Matchweek 8,Sat,Away,L,2,3,Wolfsburg,1.5,2.0,43.0,24125.0,Wataru Endo,4-3-3,Felix Zwayer,Match Report,,14.0,7.0,16.9,0.0,0.0,0.0,2023,Stuttgart
9,2022-10-09,19:30,Bundesliga,Matchweek 9,Sun,Home,L,0,1,Union Berlin,1.0,0.7,52.0,43250.0,Wataru Endo,3-1-4-2,Bastian Dankert,Match Report,,9.0,3.0,13.7,1.0,0.0,0.0,2023,Stuttgart
10,2022-10-15,15:30,Bundesliga,Matchweek 10,Sat,Home,W,4,1,Bochum,2.2,1.6,48.0,45400.0,Wataru Endo,4-1-3-2,Christian Dingert,Match Report,,16.0,6.0,15.4,1.0,1.0,1.0,2023,Stuttgart
12,2022-10-22,15:30,Bundesliga,Matchweek 11,Sat,Away,L,0,5,Dortmund,1.0,2.6,40.0,81365.0,Wataru Endo,3-5-2,Daniel Schlager,Match Report,,10.0,1.0,17.3,0.0,0.0,0.0,2023,Stuttgart
13,2022-10-29,15:30,Bundesliga,Matchweek 12,Sat,Home,W,2,1,Augsburg,2.6,1.0,62.0,46400.0,Wataru Endo,4-4-2,Tobias Stieler,Match Report,,29.0,6.0,16.8,0.0,0.0,0.0,2023,Stuttgart
14,2022-11-04,20:30,Bundesliga,Matchweek 13,Fri,Away,L,1,3,M'Gladbach,1.1,0.9,45.0,53178.0,Wataru Endo,4-4-2,Matthias Jöllenbeck,Match Report,,13.0,4.0,18.1,0.0,0.0,0.0,2023,Stuttgart
15,2022-11-08,20:30,Bundesliga,Matchweek 14,Tue,Home,W,2,1,Hertha BSC,2.0,0.7,60.0,44500.0,Wataru Endo,4-3-3,Frank Willenborg,Match Report,,17.0,7.0,16.2,0.0,0.0,0.0,2023,Stuttgart
16,2022-11-12,15:30,Bundesliga,Matchweek 15,Sat,Away,L,0,2,Leverkusen,0.3,1.6,55.0,30210.0,Waldemar Anton,3-4-3,Florian Badstübner,Match Report,,7.0,1.0,24.1,1.0,0.0,0.0,2023,Stuttgart
17,2023-01-21,15:30,Bundesliga,Matchweek 16,Sat,Home,D,1,1,Mainz 05,1.6,1.4,55.0,45903.0,Wataru Endo,4-3-3,Felix Brych,Match Report,,16.0,4.0,20.2,0.0,0.0,0.0,2023,Stuttgart
18,2023-01-24,20:30,Bundesliga,Matchweek 17,Tue,Away,D,2,2,Hoffenheim,0.8,2.0,51.0,23159.0,Wataru Endo,4-3-3,Florian Badstübner,Match Report,,8.0,4.0,21.3,0.0,0.0,0.0,2023,Stuttgart
19,2023-01-27,20:30,Bundesliga,Matchweek 18,Fri,Away,L,1,2,RB Leipzig,1.7,1.0,46.0,46158.0,Wataru Endo,4-2-3-1,Felix Zwayer,Match Report,,11.0,3.0,23.0,0.0,1.0,1.0,2023,Stuttgart
21,2023-02-05,15:30,Bundesliga,Matchweek 19,Sun,Home,L,0,2,Werder Bremen,1.3,0.5,58.0,47700.0,Wataru Endo,4-3-3,Frank Willenborg,Match Report,,17.0,5.0,18.8,1.0,0.0,0.0,2023,Stuttgart
22,2023-02-11,15:30,Bundesliga,Matchweek 20,Sat,Away,L,1,2,Freiburg,1.1,2.0,47.0,34700.0,Wataru Endo,4-3-3,Sascha Stegemann,Match Report,,15.0,3.0,18.0,1.0,0.0,0.0,2023,Stuttgart
23,2023-02-18,15:30,Bundesliga,Matchweek 21,Sat,Home,W,3,0,Köln,1.5,0.5,45.0,46850.0,Wataru Endo,4-3-3,Benjamin Cortus,Match Report,,17.0,7.0,13.9,1.0,0.0,0.0,2023,Stuttgart
